CODIGO_REGIONAL,NOMBRE_REGIONAL,CODIGO_CENTRO,NOMBRE_CENTRO,IDENTIFICADOR_UNICO_FICHA,FECHA_INICIO_FICHA,FECHA_TERMINACION_FICHA,CODIGO_PROGRAMA,VERSION_PROGRAMA,NOMBRE_PROGRAMA_FORMACION,NIVEL_FORMACION,MODALIDAD_FORMACION,TOTAL_APRENDICES_MATRICULADOS,DESERTORES_AÑO_ACTUAL,PERIODO
5,"""REGIONAL ANTIOQUIA""",9101,"""CENTRO DE LOS RECURSOS NATURALES RENOVABLES - LA SALADA""",12783356,"""13/06/2023""","""13/09/2025""","""722200""",1,"""GESTION DE EMPRESAS PECUARIAS""","""TECNOLOGO""","""PRESENCIAL""",22,0,202402
13,"""REGIONAL BOLIVAR""",9304,"""CENTRO DE COMERCIO Y SERVICIOS""",12912337,"""25/02/2024""","""01/03/2024""","""41311570""",2,"""FORTALECIMIENTO DE LA INTEGRALIDAD EN LOS PROCESOS PEDAGOGICOS""","""CURSO ESPECIAL""","""PRESENCIAL""",34,0,202402
8,"""REGIONAL ATLANTICO""",9208,"""CENTRO INDUSTRIAL Y DE AVIACION""",12875929,"""22/01/2024""","""21/04/2025""","""832202""",2,"""INSTALACION DE SISTEMAS ELECTRICOS RESIDENCIALES Y COMERCIALES""","""TECNICO""","""PRESENCIAL""",24,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9211,"""CENTRO DE GESTION INDUSTRIAL""",12639086,"""06/10/2022""","""05/10/2024""","""226245""",1,"""GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO""","""TECNOLOGO""","""PRESENCIAL""",17,0,202402
5,"""REGIONAL ANTIOQUIA""",9202,"""CENTRO DE FORMACION EN DISEÑO, CONFECCION Y MODA.""",12906028,"""08/02/2024""","""25/04/2024""","""22410065""",1,"""ELECTRICIDAD BASICA""","""CURSO ESPECIAL""","""PRESENCIAL""",21,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9403,"""CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD""",12911876,"""12/02/2024""","""14/03/2024""","""63730739""",2,"""BIOSEGURIDAD APLICADA A LA COSMETICA ORNAMENTAL, FACIAL Y CORPORAL""","""CURSO ESPECIAL""","""VIRTUAL""",80,3,202402
11,"""REGIONAL DISTRITO CAPITAL""",9404,"""CENTRO DE GESTION ADMINISTRATIVA""",12559052,"""18/07/2022""","""17/07/2024""","""621201""",102,"""GESTION EMPRESARIAL""","""TECNOLOGO""","""PRESENCIAL""",24,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9214,"""CENTRO METALMECANICO""",12931280,"""28/02/2024""","""26/03/2024""","""41430001""",1,"""ASESORIA PARA EL USO DE LAS TIC EN LA FORMACION""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
68,"""REGIONAL SANTANDER""",9546,"""CENTRO DE GESTION AGROEMPRESARIAL DEL ORIENTE""",12903903,"""01/02/2024""","""28/02/2024""","""93210039""",1,"""DESCRIPCION DE PELIGROS SEGUN SISTEMA GLOBALMENTE ARMONIZADO""","""CURSO ESPECIAL""","""VIRTUAL""",80,55,202402
5,"""REGIONAL ANTIOQUIA""",9501,"""COMPLEJO TECNOLOGICO PARA LA GESTION AGROEMPRESARIAL""",12627077,"""05/09/2022""","""04/12/2024""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",34,0,202402
68,"""REGIONAL SANTANDER""",9225,"""CENTRO INDUSTRIAL DEL DISEÑO Y LA MANUFACTURA""",12903569,"""01/02/2024""","""28/02/2024""","""21710088""",1,"""BASES DE DATOS GENERALIDADES Y SISTEMAS DE GESTION""","""CURSO ESPECIAL""","""VIRTUAL""",80,60,202402
70,"""REGIONAL SUCRE""",9542,"""CENTRO DE LA INNOVACION, LA TECNOLOGIA Y LOS SERVICIOS""",12675313,"""01/02/2023""","""31/12/2024""","""733293""",1,"""PRODUCCION ACUICOLA.""","""TECNICO""","""PRESENCIAL""",26,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12875448,"""22/01/2024""","""21/04/2025""","""224314""",1,"""INSTRUMENTACION INDUSTRIAL.""","""TECNICO""","""PRESENCIAL""",24,0,202402
52,"""REGIONAL NARIÑO""",9534,"""CENTRO SUR COLOMBIANO DE LOGISTICA INTERNACIONAL""",12846780,"""07/11/2023""","""06/11/2025""","""121202""",101,"""GESTION BANCARIA Y DE ENTIDADES FINANCIERAS""","""TECNOLOGO""","""PRESENCIAL""",30,2,202402
11,"""REGIONAL DISTRITO CAPITAL""",9215,"""CENTRO DE MATERIALES Y ENSAYOS""",12903434,"""24/01/2024""","""20/02/2024""","""84240189""",1,"""METALES PRECIOSOS Y ALEACIONES PARA JOYERIA""","""CURSO ESPECIAL""","""VIRTUAL""",80,65,202402
76,"""REGIONAL VALLE""",9125,"""CENTRO LATINOAMERICANO DE ESPECIES MENORES""",12906111,"""05/02/2024""","""30/11/2025""","""936161""",1,"""AGROINDUSTRIA ALIMENTARIA""","""TECNICO""","""PRESENCIAL""",15,0,202402
76,"""REGIONAL VALLE""",9126,"""CENTRO NAUTICO PESQUERO DE BUENAVENTURA""",12912880,"""07/02/2024""","""29/02/2024""","""66120031""",1,"""ELABORACION PRODUCTOS QUIMICOS PARA PROCEDIMIENTOS DE LIMPIEZA Y DESINFECCION""","""CURSO ESPECIAL""","""PRESENCIAL""",37,0,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12915949,"""15/02/2024""","""19/03/2024""","""21720194""",1,"""USO DE LA HERRAMIENTA OFIMATICA MICROSOFT WORD PARA EL PROCESAMIENTO DE TEXTOS.""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
13,"""REGIONAL BOLIVAR""",9304,"""CENTRO DE COMERCIO Y SERVICIOS""",12909520,"""08/02/2024""","""12/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
25,"""REGIONAL CUNDINAMARCA""",9512,"""CENTRO DE BIOTECNOLOGIA AGROPECUARIA""",12911443,"""12/02/2024""","""14/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
76,"""REGIONAL VALLE""",9125,"""CENTRO LATINOAMERICANO DE ESPECIES MENORES""",12906822,"""06/02/2024""","""04/03/2024""","""51130033""",1,"""ADMINISTRACION DOCUMENTAL EN EL ENTORNO LABORAL""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
11,"""REGIONAL DISTRITO CAPITAL""",9406,"""CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS""",12620537,"""06/10/2022""","""05/01/2024""","""635201""",1,"""PASTELERIA""","""TECNICO""","""PRESENCIAL""",29,0,202402
54,"""REGIONAL NORTE DE SANTANDER""",9119,"""CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO""",12771526,"""10/07/2023""","""09/10/2024""","""134400""",2,"""ASISTENCIA EN ORGANIZACION DE ARCHIVOS .""","""TECNICO""","""PRESENCIAL""",22,0,202402
15,"""REGIONAL BOYACA""",9110,"""CENTRO DE DESARROLLO AGROPECUARIO Y AGROINDUSTRIAL""",12697849,"""08/02/2023""","""30/11/2024""","""936161""",1,"""AGROINDUSTRIA ALIMENTARIA""","""TECNICO""","""PRESENCIAL""",28,0,202402
76,"""REGIONAL VALLE""",9126,"""CENTRO NAUTICO PESQUERO DE BUENAVENTURA""",12918329,"""17/02/2024""","""14/03/2024""","""84810053""",1,"""MARINERO COSTANERO DE CUBIERTA.""","""CURSO ESPECIAL""","""PRESENCIAL""",28,0,202402
5,"""REGIONAL ANTIOQUIA""",9504,"""COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO""",12877398,"""22/01/2024""","""21/04/2025""","""233104""",2,"""PROGRAMACION DE SOFTWARE .""","""TECNICO""","""PRESENCIAL""",25,2,202402
76,"""REGIONAL VALLE""",9124,"""CENTRO AGROPECUARIO DE BUGA""",12721408,"""27/03/2023""","""26/06/2025""","""228118""",1,"""ANALISIS Y DESARROLLO DE SOFTWARE.""","""TECNOLOGO""","""VIRTUAL""",32,1,202402
19,"""REGIONAL CAUCA""",9307,"""CENTRO DE COMERCIO Y SERVICIOS""",12911023,"""12/02/2024""","""08/03/2024""","""12310018""",4,"""CONTABILIDAD EN LAS ORGANIZACIONES.""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
41,"""REGIONAL HUILA""",9116,"""CENTRO DE FORMACION AGROINDUSTRIAL""",12873513,"""22/01/2024""","""21/04/2026""","""722148""",1,"""GESTION DE LA PRODUCCION AGRICOLA""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
47,"""REGIONAL MAGDALENA""",9529,"""CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA""",12834652,"""11/09/2023""","""10/12/2025""","""524703""",1,"""ANIMACION 3D.""","""TECNOLOGO""","""VIRTUAL""",43,1,202402
8,"""REGIONAL ATLANTICO""",9103,"""CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL""",12750875,"""17/04/2023""","""18/07/2024""","""664209""",1,"""EJECUCION DE EVENTOS DEPORTIVOS Y RECREATIVOS""","""TECNICO""","""PRESENCIAL""",29,0,202402
66,"""REGIONAL RISARALDA""",9121,"""CENTRO ATENCION SECTOR AGROPECUARIO""",12927001,"""27/02/2024""","""29/03/2024""","""12210544""",1,"""ATENCION AL CLIENTE POR MEDIOS TECNOLOGICOS.""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
76,"""REGIONAL VALLE""",9228,"""CENTRO DE LA CONSTRUCCION""",12917859,"""15/02/2024""","""09/05/2024""","""41311514""",1,"""APLICACION DE LA ETICA Y HABILIDADES SOCIALES EN EL CONTEXTO LABORAL""","""CURSO ESPECIAL""","""PRESENCIAL""",7,0,202402
5,"""REGIONAL ANTIOQUIA""",9101,"""CENTRO DE LOS RECURSOS NATURALES RENOVABLES - LA SALADA""",12719245,"""06/03/2023""","""16/12/2024""","""134200""",2,"""RECURSOS HUMANOS .""","""TECNICO""","""PRESENCIAL""",29,2,202402
11,"""REGIONAL DISTRITO CAPITAL""",9303,"""CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION""",12774939,"""10/07/2023""","""09/10/2024""","""522211""",2,"""ELABORACION DE AUDIOVISUALES.""","""TECNICO""","""PRESENCIAL""",28,0,202402
18,"""REGIONAL CAQUETA""",9516,"""CENTRO TECNOLOGICO DE LA AMAZONIA""",12917978,"""17/02/2024""","""30/11/2025""","""222239""",1,"""CONSERVACION DE RECURSOS NATURALES""","""TECNICO""","""PRESENCIAL""",31,0,202402
5,"""REGIONAL ANTIOQUIA""",9301,"""CENTRO DE COMERCIO""",12748508,"""02/05/2023""","""31/07/2024""","""631124""",2,"""OPERACION DE SERVICIOS EN CONTACT CENTER Y BPO""","""TECNICO""","""PRESENCIAL""",20,0,202402
5,"""REGIONAL ANTIOQUIA""",9204,"""CENTRO DE TECNOLOGIA DE LA MANUFACTURA AVANZADA.""",12913243,"""13/02/2024""","""11/03/2024""","""41220016""",2,"""HERRAMIENTAS TIC PARA LA CREACION DE RECURSOS DIDACTICOS""","""CURSO ESPECIAL""","""VIRTUAL""",80,4,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12908765,"""08/02/2024""","""29/02/2024""","""41311565""",1,"""DESARROLLO DE CAPACIDADES PARA EL EJERCICIO DEL CONTROL SOCIAL Y PARTICIPACION CIUDADANA""","""CURSO ESPECIAL""","""PRESENCIAL""",36,0,202402
76,"""REGIONAL VALLE""",9544,"""CENTRO DE BIOTECNOLOGIA INDUSTRIAL""",12904225,"""01/02/2024""","""08/03/2024""","""93960016""",1,"""APLICACION DE TECNICAS Y METODOS DE PREPARACION DE SUPERFICIES EN MADERA""","""CURSO ESPECIAL""","""PRESENCIAL""",31,0,202402
47,"""REGIONAL MAGDALENA""",9529,"""CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA""",12614860,"""06/10/2022""","""04/10/2024""","""112005""",101,"""GESTION DEL TALENTO HUMANO""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
5,"""REGIONAL ANTIOQUIA""",9503,"""CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION""",12733817,"""17/03/2023""","""13/12/2024""","""733410""",101,"""PRODUCCION AGROPECUARIA""","""TECNICO""","""PRESENCIAL""",18,0,202402
88,"""REGIONAL SAN ANDRES""",9539,"""CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS""",12928346,"""27/02/2024""","""29/03/2024""","""51240089""",1,"""ENGLISH DOES WORK - LEVEL 3""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
52,"""REGIONAL NARIÑO""",9535,"""CENTRO AGROINDUSTRIAL Y PESQUERO DE LA COSTA PACIFICA""",12924784,"""16/02/2024""","""30/11/2025""","""222239""",1,"""CONSERVACION DE RECURSOS NATURALES""","""TECNICO""","""PRESENCIAL""",18,0,202402
23,"""REGIONAL CORDOBA""",9523,"""CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA""",12877878,"""22/01/2024""","""21/04/2025""","""837530""",1,"""MANTENIMIENTO DE EQUIPOS DE REFRIGERACION, VENTILACION Y CLIMATIZACION""","""TECNICO""","""PRESENCIAL""",30,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12686270,"""12/12/2022""","""11/10/2024""","""123101""",1,"""GESTION CONTABLE Y DE INFORMACION FINANCIERA""","""TECNOLOGO""","""PRESENCIAL""",24,0,202402
17,"""REGIONAL CALDAS""",9220,"""CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCION""",12911160,"""12/02/2024""","""08/03/2024""","""13410029""",2,"""ADMINISTRACION DE RECURSOS HUMANOS""","""CURSO ESPECIAL""","""VIRTUAL""",80,3,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12908641,"""07/02/2024""","""11/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,3,202402
19,"""REGIONAL CAUCA""",9221,"""CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL""",12702390,"""20/02/2023""","""13/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",27,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12702928,"""16/02/2023""","""16/12/2024""","""134200""",2,"""RECURSOS HUMANOS .""","""TECNICO""","""PRESENCIAL""",38,0,202402
76,"""REGIONAL VALLE""",9125,"""CENTRO LATINOAMERICANO DE ESPECIES MENORES""",12905875,"""05/02/2024""","""30/11/2025""","""936161""",1,"""AGROINDUSTRIA ALIMENTARIA""","""TECNICO""","""PRESENCIAL""",18,0,202402
88,"""REGIONAL SAN ANDRES""",9539,"""CENTRO DE FORMACION TURISTICA GENTE DE MAR Y DE SERVICIOS""",12905789,"""05/02/2024""","""07/03/2024""","""13420112""",1,"""CONTRATACION Y AFILIACION A SEGURIDAD SOCIAL EN EL ENTORNO LABORAL.""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
5,"""REGIONAL ANTIOQUIA""",9204,"""CENTRO DE TECNOLOGIA DE LA MANUFACTURA AVANZADA.""",12694125,"""23/01/2023""","""22/01/2025""","""228101""",102,"""PRODUCCION DE MULTIMEDIA""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
25,"""REGIONAL CUNDINAMARCA""",9511,"""CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL""",12906563,"""05/02/2024""","""07/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
91,"""REGIONAL AMAZONAS""",9517,"""CENTRO PARA LA BIODIVERSIDAD Y EL TURISMO DEL AMAZONAS""",12619034,"""06/10/2022""","""27/04/2024""","""524704""",1,"""INTEGRACION DE CONTENIDOS DIGITALES.""","""TECNICO""","""PRESENCIAL""",19,0,202402
73,"""REGIONAL TOLIMA""",9310,"""CENTRO DE COMERCIO Y SERVICIOS""",12920543,"""26/02/2024""","""22/03/2024""","""11220130""",2,"""CATEDRA VIRTUAL DE PENSAMIENTO EMPRESARIAL -MODULO I: MENTALIDAD EMPRESARIAL""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
19,"""REGIONAL CAUCA""",9221,"""CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL""",12729248,"""15/03/2023""","""14/06/2025""","""228108""",1,"""DESARROLLO DE VIDEOJUEGOS Y ENTORNOS INTERACTIVOS""","""TECNOLOGO""","""PRESENCIAL""",17,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9403,"""CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD""",12874978,"""22/01/2024""","""21/01/2026""","""331502""",1,"""REGENCIA DE FARMACIA""","""TECNOLOGO""","""PRESENCIAL""",31,1,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12879839,"""20/11/2023""","""19/02/2026""","""121523""",2,"""COORDINACION DE PROCESOS LOGISTICOS""","""TECNOLOGO""","""VIRTUAL""",42,0,202402
8,"""REGIONAL ATLANTICO""",9103,"""CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL""",12931457,"""28/02/2024""","""26/03/2024""","""06000014""",1,"""GESTION DE MERCADO, COMERCIALIZACION Y VENTAS - BASADO EN EL MODELO CANVAS""","""CURSO ESPECIAL""","""PRESENCIAL""",24,0,202402
25,"""REGIONAL CUNDINAMARCA""",9509,"""CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL""",12824932,"""02/10/2023""","""01/10/2025""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
76,"""REGIONAL VALLE""",9125,"""CENTRO LATINOAMERICANO DE ESPECIES MENORES""",12693023,"""01/02/2023""","""16/12/2024""","""733410""",101,"""PRODUCCION AGROPECUARIA""","""TECNICO""","""PRESENCIAL""",11,1,202402
76,"""REGIONAL VALLE""",9124,"""CENTRO AGROPECUARIO DE BUGA""",12597161,"""18/07/2022""","""17/07/2024""","""723105""",102,"""GESTION DE EMPRESAS AGROPECUARIAS""","""TECNOLOGO""","""PRESENCIAL""",16,0,202402
8,"""REGIONAL ATLANTICO""",9302,"""CENTRO DE COMERCIO Y SERVICIOS""",12534790,"""02/05/2022""","""01/05/2024""","""621111""",100,"""DIRECCION DE VENTAS""","""TECNOLOGO""","""PRESENCIAL""",22,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9406,"""CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS""",12668211,"""23/01/2023""","""22/04/2025""","""626500""",1,"""GUIANZA TURISTICA.""","""TECNOLOGO""","""A DISTANCIA""",28,1,202402
19,"""REGIONAL CAUCA""",9221,"""CENTRO DE TELEINFORMATICA Y PRODUCCION INDUSTRIAL""",12702372,"""20/02/2023""","""13/12/2024""","""233101""",1,"""SISTEMAS.""","""TECNICO""","""PRESENCIAL""",22,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9303,"""CENTRO DE GESTION DE MERCADOS, LOGISTICA Y TECNOLOGIAS DE LA INFORMACION""",12921778,"""27/02/2024""","""29/03/2024""","""84920091""",1,"""LOGISTICA PARA LA COMERCIALIZACION DE PRODUCTOS""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
19,"""REGIONAL CAUCA""",9307,"""CENTRO DE COMERCIO Y SERVICIOS""",12906043,"""05/02/2024""","""07/03/2024""","""51240091""",1,"""ENGLISH DOES WORK - LEVEL 5""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
5,"""REGIONAL ANTIOQUIA""",9549,"""COMPLEJO TECNOLOGICO, TURISTICO Y AGROINDUSTRIAL DEL OCCIDENTE ANTIOQUEÑO""",12900990,"""15/12/2023""","""15/12/2025""","""122115""",100,"""GESTION ADMINISTRATIVA""","""TECNOLOGO""","""PRESENCIAL""",30,0,202402
68,"""REGIONAL SANTANDER""",9225,"""CENTRO INDUSTRIAL DEL DISEÑO Y LA MANUFACTURA""",12903805,"""01/02/2024""","""28/02/2024""","""52450391""",1,"""DISEÑO Y PATRONAJE DE COMPLEMENTOS (MARROQUINERIA)""","""CURSO ESPECIAL""","""VIRTUAL""",80,64,202402
23,"""REGIONAL CORDOBA""",9115,"""CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR""",12906125,"""05/02/2024""","""07/03/2024""","""51240087""",1,"""ENGLISH DOES WORK - LEVEL 1""","""CURSO ESPECIAL""","""VIRTUAL""",80,1,202402
8,"""REGIONAL ATLANTICO""",9302,"""CENTRO DE COMERCIO Y SERVICIOS""",12394593,"""04/10/2021""","""03/01/2024""","""121525""",1,"""GESTION DE OPERACIONES EN TERMINALES PORTUARIAS""","""TECNOLOGO""","""PRESENCIAL""",20,5,202402
76,"""REGIONAL VALLE""",9227,"""CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL - CEAI""",12847647,"""07/11/2023""","""06/02/2026""","""821222""",4,"""ELECTRICIDAD INDUSTRIAL""","""TECNOLOGO""","""PRESENCIAL""",26,0,202402
41,"""REGIONAL HUILA""",9526,"""CENTRO DE DESARROLLO AGROEMPRESARIAL Y TURISTICO DEL HUILA""",12921491,"""27/02/2024""","""02/04/2024""","""13410017""",1,"""COMPORTAMIENTO EMPRENDEDOR""","""CURSO ESPECIAL""","""PRESENCIAL""",27,0,202402
8,"""REGIONAL ATLANTICO""",9302,"""CENTRO DE COMERCIO Y SERVICIOS""",12904438,"""24/01/2024""","""09/02/2024""","""22620456""",1,"""IMPLEMENTACION DEL SISTEMA DE GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO""","""CURSO ESPECIAL""","""PRESENCIAL""",22,0,202402
23,"""REGIONAL CORDOBA""",9523,"""CENTRO DE COMERCIO, INDUSTRIA Y TURISMO DE CORDOBA""",12670232,"""23/01/2023""","""22/04/2025""","""121104""",1,"""GESTION ADMINISTRATIVA DEL SECTOR SALUD.""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
20,"""REGIONAL CESAR""",9521,"""CENTRO DE OPERACION Y MANTENIMIENTO MINERO""",12786853,"""17/06/2023""","""16/06/2025""","""223219""",102,"""MANTENIMIENTO MECATRONICO DE AUTOMOTORES""","""TECNOLOGO""","""PRESENCIAL""",29,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12913320,"""16/02/2024""","""09/03/2024""","""13410564""",1,"""MANEJO INTERMEDIO DE LA HERRAMIENTA DE HOJAS DE CALCULO EXCEL""","""CURSO ESPECIAL""","""PRESENCIAL""",28,0,202402
5,"""REGIONAL ANTIOQUIA""",9504,"""COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO""",12693370,"""02/02/2023""","""01/05/2024""","""838318""",1,"""MANTENIMIENTO DE MOTOCICLETAS Y MOTOCARROS.""","""TECNICO""","""PRESENCIAL""",27,0,202402
5,"""REGIONAL ANTIOQUIA""",9504,"""COMPLEJO TECNOLOGICO AGROINDUSTRIAL, PECUARIO Y TURISTICO""",12721326,"""27/03/2023""","""26/06/2025""","""522309""",1,"""DESARROLLO DE MEDIOS GRAFICOS VISUALES""","""TECNOLOGO""","""VIRTUAL""",37,8,202402
13,"""REGIONAL BOLIVAR""",9304,"""CENTRO DE COMERCIO Y SERVICIOS""",12909090,"""08/02/2024""","""06/03/2024""","""92130063""",2,"""HIGIENE Y MANIPULACION DE ALIMENTOS,""","""CURSO ESPECIAL""","""VIRTUAL""",80,5,202402
25,"""REGIONAL CUNDINAMARCA""",9510,"""CENTRO AGROECOLOGICO Y EMPRESARIAL""",12915066,"""19/02/2024""","""15/03/2024""","""22810787""",1,"""CIUDADANIA DIGITAL PARA LA PAZ""","""CURSO ESPECIAL""","""PRESENCIAL""",24,0,202402
25,"""REGIONAL CUNDINAMARCA""",9232,"""CENTRO INDUSTRIAL Y DE DESARROLLO EMPRESARIAL DE SOACHA""",12930009,"""27/02/2024""","""29/03/2024""","""22810005""",1,"""VARIABLES Y ESTRUCTURAS DE CONTROL EN PYTHON.""","""CURSO ESPECIAL""","""VIRTUAL""",80,0,202402
15,"""REGIONAL BOYACA""",9305,"""CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL""",12910955,"""12/02/2024""","""14/03/2024""","""13530001""",1,"""SERVICIO AL CLIENTE""","""CURSO ESPECIAL""","""VIRTUAL""",80,2,202402
11,"""REGIONAL DISTRITO CAPITAL""",9405,"""CENTRO DE SERVICIOS FINANCIEROS""",12620732,"""06/10/2022""","""05/01/2025""","""123101""",1,"""GESTION CONTABLE Y DE INFORMACION FINANCIERA""","""TECNOLOGO""","""PRESENCIAL""",19,0,202402
76,"""REGIONAL VALLE""",9229,"""CENTRO DE DISEÑO TECNOLOGICO INDUSTRIAL""",12502536,"""18/04/2022""","""15/03/2024""","""223217""",100,"""DISEÑO E INTEGRACION DE AUTOMATISMOS MECATRONICOS""","""TECNOLOGO""","""PRESENCIAL""",13,1,202402
66,"""REGIONAL RISARALDA""",9223,"""CENTRO DE DISEÑO E INNOVACION TECNOLOGICA INDUSTRIAL""",12921648,"""21/02/2024""","""28/02/2024""","""93510042""",2,"""OPERACIONES BASICAS EN CONFECCION INDUSTRIAL""","""CURSO ESPECIAL""","""PRESENCIAL""",21,7,202402
68,"""REGIONAL SANTANDER""",9540,"""CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLOGICO""",12716724,"""28/03/2023""","""30/11/2024""","""222301""",1,"""MONITOREO AMBIENTAL""","""TECNICO""","""PRESENCIAL""",28,3,202402
11,"""REGIONAL DISTRITO CAPITAL""",9211,"""CENTRO DE GESTION INDUSTRIAL""",12825360,"""02/10/2023""","""01/10/2025""","""226245""",1,"""GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO""","""TECNOLOGO""","""PRESENCIAL""",31,5,202402
47,"""REGIONAL MAGDALENA""",9118,"""CENTRO ACUICOLA Y AGROINDUSTRIAL DE GAIRA""",12717546,"""03/03/2023""","""16/12/2024""","""733193""",1,"""SISTEMAS AGROPECUARIOS ECOLOGICOS.""","""TECNICO""","""PRESENCIAL""",25,0,202402
8,"""REGIONAL ATLANTICO""",9207,"""CENTRO NACIONAL COLOMBO ALEMAN""",12920787,"""16/02/2024""","""15/03/2024""","""96151461""",2,"""HIGIENE Y MANIPULACION DE ALIMENTOS.""","""CURSO ESPECIAL""","""PRESENCIAL""",22,0,202402
11,"""REGIONAL DISTRITO CAPITAL""",9403,"""CENTRO DE FORMACION DE TALENTO HUMANO EN SALUD""",12928181,"""26/02/2024""","""04/03/2024""","""33110233""",2,"""PRIMEROS AUXILIOS""","""CURSO ESPECIAL""","""PRESENCIAL""",31,0,202402
